      Date & Time,  Trans,  Elap Time,  Data Trans,  Resp Time,  Trans Rate,  Throughput,  Concurrent,    OKAY,   Failed
2017-09-03 13:44:48, 405635,      29.98,      101408,       0.00,    13530.19,     3382.52,       49.74,  405635,       0
2017-09-03 13:46:28, 406671,      29.98,      101667,       0.00,    13564.74,     3391.16,       49.75,  406671,       0
2017-09-03 13:48:08, 407012,      29.98,      101753,       0.00,    13576.12,     3394.03,       49.72,  407012,       0
2017-09-03 13:49:48, 404878,      29.98,      101219,       0.00,    13504.94,     3376.22,       49.74,  404878,       0
2017-09-03 13:51:28, 405334,      29.98,      101333,       0.00,    13520.15,     3380.02,       49.74,  405335,       0
2017-09-03 13:53:08, 403384,      29.98,      100846,       0.00,    13455.10,     3363.78,       49.73,  403384,       0
2017-09-03 13:54:48, 405712,      29.98,      101428,       0.00,    13532.76,     3383.19,       49.75,  405712,       0
2017-09-03 13:56:28, 406064,      29.98,      101516,       0.00,    13544.50,     3386.12,       49.75,  406064,       0
2017-09-03 13:58:08, 406457,      29.98,      101614,       0.00,    13557.61,     3389.39,       49.74,  406457,       0
2017-09-03 13:59:48, 404781,      29.98,      101195,       0.00,    13501.70,     3375.42,       49.76,  404781,       0
2017-09-03 14:01:28, 406249,      29.98,      101562,       0.00,    13550.67,     3387.66,       49.74,  406249,       0
2017-09-03 14:03:08, 408125,      29.98,      102031,       0.00,    13613.24,     3403.30,       49.75,  408126,       0
2017-09-03 14:04:48, 405571,      29.98,      101392,       0.00,    13528.05,     3381.99,       49.74,  405571,       0
2017-09-03 14:06:28, 407041,      29.98,      101760,       0.00,    13577.08,     3394.26,       49.72,  407041,       0
2017-09-03 14:08:08, 405788,      29.98,      101447,       0.00,    13535.29,     3383.82,       49.74,  405788,       0
2017-09-03 14:09:48, 407338,      29.98,      101834,       0.00,    13586.99,     3396.73,       49.73,  407339,       0
2017-09-03 14:11:28, 406757,      29.98,      101689,       0.00,    13567.61,     3391.89,       49.74,  406757,       0
2017-09-03 14:13:08, 405341,      29.98,      101335,       0.00,    13520.38,     3380.09,       49.74,  405342,       0
2017-09-03 14:14:48, 405133,      29.98,      101283,       0.00,    13513.44,     3378.35,       49.75,  405133,       0
2017-09-03 14:16:28, 405487,      29.98,      101371,       0.00,    13525.25,     3381.29,       49.73,  405487,       0
