      Date & Time,  Trans,  Elap Time,  Data Trans,  Resp Time,  Trans Rate,  Throughput,  Concurrent,    OKAY,   Failed
2017-09-03 09:51:28,   1576,      29.99,      100864,       0.02,       52.55,     3363.25,        1.00,    1576,       0
2017-09-03 09:53:08,   1566,      29.99,      100224,       0.02,       52.22,     3341.91,        1.00,    1566,       0
2017-09-03 09:54:48,   1593,      29.99,      101952,       0.02,       53.12,     3399.53,        1.00,    1593,       0
2017-09-03 09:56:28,   1590,      29.99,      101760,       0.02,       53.02,     3393.13,        1.00,    1590,       0
2017-09-03 09:58:08,   1582,      29.99,      101248,       0.02,       52.75,     3376.06,        1.00,    1582,       0
2017-09-03 09:59:48,   1574,      29.99,      100736,       0.02,       52.48,     3358.99,        1.00,    1574,       0
2017-09-03 10:01:28,   1580,      29.99,      101120,       0.02,       52.68,     3371.79,        1.00,    1580,       0
2017-09-03 10:03:08,   1543,      29.99,       98752,       0.02,       51.45,     3292.83,        1.00,    1543,       0
2017-09-03 10:04:48,   1560,      29.99,       99840,       0.02,       52.02,     3329.11,        1.00,    1560,       0
2017-09-03 10:06:28,   1546,      29.99,       98944,       0.02,       51.55,     3299.23,        1.00,    1546,       0
2017-09-03 10:08:08,   1547,      29.99,       99008,       0.02,       51.58,     3301.37,        1.00,    1547,       0
2017-09-03 10:09:48,   1575,      29.99,      100800,       0.02,       52.52,     3361.12,        1.00,    1575,       0
2017-09-03 10:11:28,   1584,      29.99,      101376,       0.02,       52.82,     3380.33,        1.00,    1584,       0
2017-09-03 10:13:08,   1583,      29.99,      101312,       0.02,       52.78,     3378.19,        1.00,    1583,       0
2017-09-03 10:14:48,   1572,      29.99,      100608,       0.02,       52.42,     3354.72,        1.00,    1572,       0
2017-09-03 10:16:28,   1546,      29.99,       98944,       0.02,       51.55,     3299.23,        1.00,    1546,       0
2017-09-03 10:18:08,   1533,      29.99,       98112,       0.02,       51.12,     3271.49,        1.00,    1533,       0
2017-09-03 10:19:48,   1551,      29.99,       99264,       0.02,       51.72,     3309.90,        1.00,    1551,       0
2017-09-03 10:21:28,   1547,      29.99,       99008,       0.02,       51.58,     3301.37,        1.00,    1547,       0
2017-09-03 10:23:08,   1538,      29.99,       98432,       0.02,       51.28,     3282.16,        1.00,    1538,       0
