      Date & Time,  Trans,  Elap Time,  Data Trans,  Resp Time,  Trans Rate,  Throughput,  Concurrent,    OKAY,   Failed
2017-09-03 14:51:28,  33480,      29.98,      133920,       0.04,     1116.74,     4466.98,       49.82,   33480,       0
2017-09-03 14:53:08,  33544,      29.98,      134176,       0.04,     1118.88,     4475.52,       49.76,   33544,       0
2017-09-03 14:54:48,  33499,      29.98,      133996,       0.04,     1117.38,     4469.51,       49.88,   33499,       0
2017-09-03 14:56:28,  33499,      29.98,      133996,       0.04,     1117.38,     4469.51,       49.81,   33499,       0
2017-09-03 14:58:08,  33481,      29.98,      133924,       0.04,     1116.78,     4467.11,       49.87,   33481,       0
2017-09-03 14:59:48,  33495,      29.98,      133980,       0.04,     1117.24,     4468.98,       49.87,   33495,       0
2017-09-03 15:01:28,  33491,      29.98,      133964,       0.04,     1117.11,     4468.45,       49.87,   33491,       0
2017-09-03 15:03:08,  33403,      29.98,      133612,       0.04,     1114.18,     4456.70,       49.79,   33403,       0
2017-09-03 15:04:48,  33439,      29.98,      133756,       0.04,     1115.38,     4461.51,       49.84,   33439,       0
2017-09-03 15:06:28,  33503,      29.98,      134012,       0.04,     1117.51,     4470.05,       49.82,   33503,       0
2017-09-03 15:08:08,  33425,      29.98,      133700,       0.04,     1114.91,     4459.64,       49.94,   33425,       0
2017-09-03 15:09:48,  33413,      29.98,      133652,       0.04,     1114.51,     4458.04,       49.88,   33413,       0
2017-09-03 15:11:28,  33511,      29.98,      134044,       0.04,     1117.78,     4471.11,       49.78,   33511,       0
2017-09-03 15:13:08,  33474,      29.98,      133896,       0.04,     1116.54,     4466.18,       49.82,   33474,       0
2017-09-03 15:14:48,  33457,      29.98,      133828,       0.04,     1115.98,     4463.91,       49.80,   33457,       0
2017-09-03 15:16:28,  33463,      29.98,      133852,       0.04,     1116.18,     4464.71,       49.87,   33463,       0
2017-09-03 15:18:08,  33432,      29.98,      133728,       0.04,     1115.14,     4460.57,       49.77,   33432,       0
2017-09-03 15:19:48,  33541,      29.98,      134164,       0.04,     1118.78,     4475.12,       49.91,   33541,       0
2017-09-03 15:21:28,  33395,      29.98,      133580,       0.04,     1113.91,     4455.64,       49.86,   33395,       0
2017-09-03 15:23:08,  33491,      29.98,      133964,       0.04,     1117.11,     4468.45,       49.85,   33491,       0
