      Date & Time,  Trans,  Elap Time,  Data Trans,  Resp Time,  Trans Rate,  Throughput,  Concurrent,    OKAY,   Failed
2017-09-03 05:24:48, 284989,      29.99,         278,       0.00,     9502.80,        9.27,        0.96,  284989,       0
2017-09-03 05:26:28, 282749,      29.99,         276,       0.00,     9428.11,        9.20,        0.96,  282750,       0
2017-09-03 05:28:08, 282581,      29.99,         275,       0.00,     9422.51,        9.17,        0.96,  282581,       0
2017-09-03 05:29:48, 287119,      29.99,         280,       0.00,     9573.82,        9.34,        0.96,  287119,       0
2017-09-03 05:31:28, 286073,      29.99,         279,       0.00,     9538.95,        9.30,        0.96,  286073,       0
2017-09-03 05:33:08, 284784,      29.99,         278,       0.00,     9495.97,        9.27,        0.96,  284784,       0
2017-09-03 05:34:48, 279524,      29.99,         272,       0.00,     9320.57,        9.07,        0.96,  279524,       0
2017-09-03 05:36:28, 281682,      29.99,         275,       0.00,     9392.53,        9.17,        0.96,  281682,       0
2017-09-03 05:38:08, 280784,      29.99,         274,       0.00,     9362.59,        9.14,        0.95,  280784,       0
2017-09-03 05:39:48, 286694,      29.99,         279,       0.00,     9559.65,        9.30,        0.95,  286694,       0
2017-09-03 05:41:28, 280454,      29.99,         273,       0.00,     9351.58,        9.10,        0.96,  280454,       0
2017-09-03 05:43:08, 279750,      29.99,         273,       0.00,     9328.11,        9.10,        0.96,  279750,       0
2017-09-03 05:44:48, 280225,      29.99,         273,       0.00,     9343.95,        9.10,        0.95,  280225,       0
2017-09-03 05:46:28, 280364,      29.99,         273,       0.00,     9348.58,        9.10,        0.96,  280364,       0
2017-09-03 05:48:08, 281108,      29.99,         274,       0.00,     9373.39,        9.14,        0.96,  281109,       0
2017-09-03 05:49:48, 283960,      29.99,         277,       0.00,     9468.49,        9.24,        0.96,  283960,       0
2017-09-03 05:51:28, 280974,      29.99,         274,       0.00,     9368.92,        9.14,        0.96,  280974,       0
2017-09-03 05:53:08, 284640,      29.99,         277,       0.00,     9491.16,        9.24,        0.96,  284640,       0
2017-09-03 05:54:48, 286097,      29.99,         279,       0.00,     9539.75,        9.30,        0.96,  286097,       0
2017-09-03 05:56:28, 286656,      29.99,         279,       0.00,     9558.39,        9.30,        0.96,  286656,       0
