      Date & Time,  Trans,  Elap Time,  Data Trans,  Resp Time,  Trans Rate,  Throughput,  Concurrent,    OKAY,   Failed
2017-09-03 02:57:13,   8381,      29.98,      134096,       0.18,      279.55,     4472.85,       49.82,    8381,       0
2017-09-03 02:58:53,   8376,      29.98,      134016,       0.18,      279.39,     4470.18,       49.76,    8376,       0
2017-09-03 03:00:33,   8379,      29.98,      134064,       0.18,      279.49,     4471.78,       49.82,    8379,       0
2017-09-03 03:02:13,   8381,      29.98,      134096,       0.18,      279.55,     4472.85,       49.78,    8381,       0
2017-09-03 03:03:53,   8379,      29.98,      134064,       0.18,      279.49,     4471.78,       49.76,    8379,       0
2017-09-03 03:05:33,   8380,      29.98,      134080,       0.18,      279.52,     4472.31,       49.82,    8380,       0
2017-09-03 03:07:13,   8380,      29.98,      134080,       0.18,      279.52,     4472.31,       49.81,    8380,       0
2017-09-03 03:08:53,   8381,      29.98,      134096,       0.18,      279.55,     4472.85,       49.82,    8381,       0
2017-09-03 03:10:33,   8376,      29.98,      134016,       0.18,      279.39,     4470.18,       49.80,    8376,       0
2017-09-03 03:12:13,   8372,      29.98,      133952,       0.18,      279.25,     4468.05,       49.67,    8372,       0
2017-09-03 03:13:53,   8375,      29.98,      134000,       0.18,      279.35,     4469.65,       49.74,    8375,       0
2017-09-03 03:15:33,   8374,      29.98,      133984,       0.18,      279.32,     4469.11,       49.73,    8374,       0
2017-09-03 03:17:13,   8371,      29.98,      133936,       0.18,      279.22,     4467.51,       49.72,    8371,       0
2017-09-03 03:18:53,   8373,      29.98,      133968,       0.18,      279.29,     4468.58,       49.73,    8373,       0
2017-09-03 03:20:33,   8370,      29.98,      133920,       0.18,      279.19,     4466.98,       49.67,    8370,       0
2017-09-03 03:22:13,   8373,      29.98,      133968,       0.18,      279.29,     4468.58,       49.69,    8373,       0
2017-09-03 03:23:53,   8373,      29.98,      133968,       0.18,      279.29,     4468.58,       49.76,    8373,       0
2017-09-03 03:25:33,   8377,      29.98,      134032,       0.18,      279.42,     4470.71,       49.75,    8377,       0
2017-09-03 03:27:13,   8366,      29.98,      133856,       0.18,      279.05,     4464.84,       49.66,    8366,       0
2017-09-03 03:28:53,   8372,      29.98,      133952,       0.18,      279.25,     4468.05,       49.59,    8372,       0
