      Date & Time,  Trans,  Elap Time,  Data Trans,  Resp Time,  Trans Rate,  Throughput,  Concurrent,    OKAY,   Failed
2017-09-03 05:58:08, 246348,      29.99,         962,       0.00,     8214.34,       32.08,        0.96,  246348,       0
2017-09-03 05:59:48, 244810,      29.99,         956,       0.00,     8163.05,       31.88,        0.96,  244810,       0
2017-09-03 06:01:28, 243618,      29.99,         951,       0.00,     8123.31,       31.71,        0.96,  243618,       0
2017-09-03 06:03:08, 249555,      29.99,         974,       0.00,     8321.27,       32.48,        0.97,  249555,       0
2017-09-03 06:04:48, 240449,      29.99,         939,       0.00,     8017.64,       31.31,        0.96,  240449,       0
2017-09-03 06:06:28, 252022,      29.99,         984,       0.00,     8403.53,       32.81,        0.96,  252022,       0
2017-09-03 06:08:08, 249857,      29.99,         976,       0.00,     8331.34,       32.54,        0.96,  249857,       0
2017-09-03 06:09:48, 247432,      29.99,         966,       0.00,     8250.48,       32.21,        0.96,  247432,       0
2017-09-03 06:11:28, 244772,      29.99,         956,       0.00,     8161.79,       31.88,        0.96,  244773,       0
2017-09-03 06:13:08, 242299,      29.99,         946,       0.00,     8079.33,       31.54,        0.97,  242299,       0
2017-09-03 06:14:48, 246232,      29.99,         961,       0.00,     8210.47,       32.04,        0.96,  246232,       0
2017-09-03 06:16:28, 247305,      29.99,         966,       0.00,     8246.25,       32.21,        0.96,  247305,       0
2017-09-03 06:18:08, 243116,      29.99,         949,       0.00,     8106.57,       31.64,        0.96,  243116,       0
2017-09-03 06:19:48, 247078,      29.99,         965,       0.00,     8238.68,       32.18,        0.97,  247078,       0
2017-09-03 06:21:28, 247354,      29.99,         966,       0.00,     8247.88,       32.21,        0.96,  247354,       0
2017-09-03 06:23:08, 245976,      29.99,         960,       0.00,     8201.93,       32.01,        0.96,  245976,       0
2017-09-03 06:24:48, 241204,      29.99,         942,       0.00,     8042.81,       31.41,        0.97,  241204,       0
2017-09-03 06:26:28, 247873,      29.99,         968,       0.00,     8265.19,       32.28,        0.96,  247873,       0
2017-09-03 06:28:08, 242529,      29.99,         947,       0.00,     8087.00,       31.58,        0.96,  242529,       0
2017-09-03 06:29:48, 243132,      29.99,         949,       0.00,     8107.10,       31.64,        0.96,  243132,       0
