      Date & Time,  Trans,  Elap Time,  Data Trans,  Resp Time,  Trans Rate,  Throughput,  Concurrent,    OKAY,   Failed
2017-09-03 11:31:28, 774648,      29.98,         756,       0.00,    25838.83,       25.22,       49.83,  774648,       0
2017-09-03 11:33:08, 788108,      29.98,         769,       0.00,    26287.79,       25.65,       49.83,  788108,       0
2017-09-03 11:34:48, 777192,      29.98,         758,       0.00,    25923.68,       25.28,       49.84,  777193,       0
2017-09-03 11:36:28, 790145,      29.98,         771,       0.00,    26355.74,       25.72,       49.83,  790145,       0
2017-09-03 11:38:08, 783779,      29.98,         765,       0.00,    26143.40,       25.52,       49.81,  783780,       0
2017-09-03 11:39:48, 801062,      29.98,         782,       0.00,    26719.88,       26.08,       49.81,  801062,       0
2017-09-03 11:41:28, 777585,      29.98,         759,       0.00,    25936.79,       25.32,       49.81,  777585,       0
2017-09-03 11:43:08, 809021,      29.98,         790,       0.00,    26985.36,       26.35,       49.82,  809021,       0
2017-09-03 11:44:48, 796847,      29.98,         778,       0.00,    26579.29,       25.95,       49.82,  796847,       0
2017-09-03 11:46:28, 800547,      29.98,         781,       0.00,    26702.70,       26.05,       49.82,  800547,       0
2017-09-03 11:48:08, 783935,      29.98,         765,       0.00,    26148.60,       25.52,       49.85,  783935,       0
2017-09-03 11:49:48, 803778,      29.98,         784,       0.00,    26810.47,       26.15,       49.83,  803778,       0
2017-09-03 11:51:28, 800963,      29.98,         782,       0.00,    26716.58,       26.08,       49.83,  800963,       0
2017-09-03 11:53:08, 808493,      29.98,         789,       0.00,    26967.75,       26.32,       49.85,  808493,       0
2017-09-03 11:54:48, 794469,      29.98,         775,       0.00,    26499.97,       25.85,       49.83,  794469,       0
2017-09-03 11:56:28, 798534,      29.98,         779,       0.00,    26635.56,       25.98,       49.83,  798534,       0
2017-09-03 11:58:08, 785072,      29.98,         766,       0.00,    26186.53,       25.55,       49.84,  785072,       0
2017-09-03 11:59:48, 771382,      29.98,         753,       0.00,    25729.89,       25.12,       49.85,  771382,       0
2017-09-03 12:01:28, 779244,      29.98,         760,       0.00,    25992.13,       25.35,       49.85,  779244,       0
2017-09-03 12:03:08, 780269,      29.98,         761,       0.00,    26026.32,       25.38,       49.84,  780269,       0
