      Date & Time,  Trans,  Elap Time,  Data Trans,  Resp Time,  Trans Rate,  Throughput,  Concurrent,    OKAY,   Failed
2017-09-03 03:30:33,   2067,      29.98,      132288,       0.71,       68.95,     4412.54,       48.81,    2067,       0
2017-09-03 03:32:13,   2064,      29.98,      132096,       0.71,       68.85,     4406.14,       48.92,    2064,       0
2017-09-03 03:33:53,   2067,      29.98,      132288,       0.71,       68.95,     4412.54,       48.71,    2067,       0
2017-09-03 03:35:33,   2064,      29.98,      132096,       0.71,       68.85,     4406.14,       48.92,    2064,       0
2017-09-03 03:37:13,   2066,      29.98,      132224,       0.71,       68.91,     4410.41,       48.93,    2066,       0
2017-09-03 03:38:53,   2064,      29.98,      132096,       0.71,       68.85,     4406.14,       48.85,    2064,       0
2017-09-03 03:40:33,   2066,      29.98,      132224,       0.71,       68.91,     4410.41,       48.79,    2066,       0
2017-09-03 03:42:13,   2069,      29.98,      132416,       0.71,       69.01,     4416.81,       48.93,    2069,       0
2017-09-03 03:43:53,   2077,      29.98,      132928,       0.72,       69.28,     4433.89,       49.66,    2077,       0
2017-09-03 03:45:33,   2060,      29.98,      131840,       0.71,       68.71,     4397.60,       49.02,    2060,       0
2017-09-03 03:47:13,   2062,      29.98,      131968,       0.71,       68.78,     4401.87,       48.93,    2062,       0
2017-09-03 03:48:53,   2064,      29.98,      132096,       0.71,       68.85,     4406.14,       49.22,    2064,       0
2017-09-03 03:50:33,   2070,      29.98,      132480,       0.72,       69.05,     4418.95,       49.43,    2070,       0
2017-09-03 03:52:13,   2059,      29.98,      131776,       0.71,       68.68,     4395.46,       49.01,    2059,       0
2017-09-03 03:53:53,   2059,      29.98,      131776,       0.71,       68.68,     4395.46,       48.87,    2059,       0
2017-09-03 03:55:33,   2065,      29.98,      132160,       0.72,       68.88,     4408.27,       49.33,    2065,       0
2017-09-03 03:57:13,   2061,      29.98,      131904,       0.71,       68.75,     4399.73,       49.15,    2061,       0
2017-09-03 03:58:53,   2063,      29.98,      132032,       0.71,       68.81,     4404.00,       49.06,    2063,       0
2017-09-03 04:00:33,   2059,      29.98,      131776,       0.71,       68.68,     4395.46,       48.71,    2059,       0
2017-09-03 04:02:13,   2064,      29.98,      132096,       0.72,       68.85,     4406.14,       49.42,    2064,       0
