      Date & Time,  Trans,  Elap Time,  Data Trans,  Resp Time,  Trans Rate,  Throughput,  Concurrent,    OKAY,   Failed
2017-09-03 10:24:48, 804395,      29.98,          49,       0.00,    26831.05,        1.63,       49.82,  804395,       0
2017-09-03 10:26:28, 852226,      29.98,          52,       0.00,    28426.48,        1.73,       49.79,  852226,       0
2017-09-03 10:28:08, 819335,      29.98,          50,       0.00,    27329.39,        1.67,       49.80,  819335,       0
2017-09-03 10:29:48, 804248,      29.98,          49,       0.00,    26826.15,        1.63,       49.80,  804248,       0
2017-09-03 10:31:28, 797354,      29.98,          48,       0.00,    26596.20,        1.60,       49.82,  797354,       0
2017-09-03 10:33:08, 817935,      29.98,          49,       0.00,    27282.69,        1.63,       49.81,  817935,       0
2017-09-03 10:34:48, 808616,      29.98,          49,       0.00,    26971.85,        1.63,       49.86,  808616,       0
2017-09-03 10:36:28, 813839,      29.98,          49,       0.00,    27146.06,        1.63,       49.83,  813839,       0
2017-09-03 10:38:08, 802622,      29.98,          48,       0.00,    26771.91,        1.60,       49.82,  802622,       0
2017-09-03 10:39:48, 792565,      29.98,          48,       0.00,    26436.46,        1.60,       49.84,  792565,       0
2017-09-03 10:41:28, 822170,      29.98,          50,       0.00,    27423.95,        1.67,       49.82,  822170,       0
2017-09-03 10:43:08, 826298,      29.98,          50,       0.00,    27561.64,        1.67,       49.82,  826298,       0
2017-09-03 10:44:48, 794837,      29.98,          48,       0.00,    26512.24,        1.60,       49.83,  794837,       0
2017-09-03 10:46:28, 796838,      29.98,          48,       0.00,    26578.99,        1.60,       49.83,  796838,       0
2017-09-03 10:48:08, 810602,      29.98,          49,       0.00,    27038.09,        1.63,       49.80,  810602,       0
2017-09-03 10:49:48, 810399,      29.98,          49,       0.00,    27031.32,        1.63,       49.81,  810399,       0
2017-09-03 10:51:28, 813241,      29.98,          49,       0.00,    27126.12,        1.63,       49.81,  813241,       0
2017-09-03 10:53:08, 786041,      29.98,          47,       0.00,    26218.85,        1.57,       49.82,  786041,       0
2017-09-03 10:54:48, 826595,      29.98,          50,       0.00,    27571.55,        1.67,       49.81,  826595,       0
2017-09-03 10:56:28, 799999,      29.98,          48,       0.00,    26684.42,        1.60,       49.83,  800000,       0
