      Date & Time,  Trans,  Elap Time,  Data Trans,  Resp Time,  Trans Rate,  Throughput,  Concurrent,    OKAY,   Failed
2017-09-03 04:51:28, 275111,      29.98,          67,       0.00,     9176.48,        2.23,        0.96,  275111,       0
2017-09-03 04:53:08, 277922,      29.99,          67,       0.00,     9267.16,        2.23,        0.96,  277922,       0
2017-09-03 04:54:48, 279355,      29.99,          68,       0.00,     9314.94,        2.27,        0.95,  279355,       0
2017-09-03 04:56:28, 282906,      29.99,          69,       0.00,     9433.34,        2.30,        0.95,  282906,       0
2017-09-03 04:58:08, 273057,      29.99,          66,       0.00,     9104.93,        2.20,        0.96,  273057,       0
2017-09-03 04:59:48, 276405,      29.99,          67,       0.00,     9216.57,        2.23,        0.96,  276405,       0
2017-09-03 05:01:28, 278731,      29.99,          68,       0.00,     9294.13,        2.27,        0.95,  278731,       0
2017-09-03 05:03:08, 278859,      29.99,          68,       0.00,     9298.40,        2.27,        0.96,  278859,       0
2017-09-03 05:04:48, 276819,      29.99,          67,       0.00,     9230.38,        2.23,        0.95,  276819,       0
2017-09-03 05:06:28, 276400,      29.99,          67,       0.00,     9216.41,        2.23,        0.95,  276400,       0
2017-09-03 05:08:08, 277544,      29.99,          67,       0.00,     9254.55,        2.23,        0.96,  277544,       0
2017-09-03 05:09:48, 278365,      29.99,          67,       0.00,     9281.93,        2.23,        0.95,  278365,       0
2017-09-03 05:11:28, 275573,      29.99,          67,       0.00,     9188.83,        2.23,        0.96,  275573,       0
2017-09-03 05:13:08, 277106,      29.99,          67,       0.00,     9239.95,        2.23,        0.95,  277106,       0
2017-09-03 05:14:48, 277442,      29.99,          67,       0.00,     9251.15,        2.23,        0.96,  277442,       0
2017-09-03 05:16:28, 277301,      29.99,          67,       0.00,     9246.45,        2.23,        0.96,  277301,       0
2017-09-03 05:18:08, 277207,      29.99,          67,       0.00,     9243.31,        2.23,        0.95,  277207,       0
2017-09-03 05:19:48, 276214,      29.99,          67,       0.00,     9210.20,        2.23,        0.96,  276215,       0
2017-09-03 05:21:28, 277175,      29.99,          67,       0.00,     9242.25,        2.23,        0.96,  277175,       0
2017-09-03 05:23:08, 278653,      29.99,          68,       0.00,     9291.53,        2.27,        0.96,  278653,       0
