      Date & Time,  Trans,  Elap Time,  Data Trans,  Resp Time,  Trans Rate,  Throughput,  Concurrent,    OKAY,   Failed
2017-09-02 16:23:53, 270672,      29.99,          66,       0.00,     9025.41,        2.20,        0.96,  270672,       0
2017-09-02 16:25:33, 269413,      29.99,          65,       0.00,     8983.43,        2.17,        0.96,  269413,       0
2017-09-02 16:27:13, 271476,      29.99,          66,       0.00,     9052.22,        2.20,        0.97,  271476,       0
2017-09-02 16:28:53, 270746,      29.99,          66,       0.00,     9027.88,        2.20,        0.97,  270746,       0
2017-09-02 16:30:33, 251475,      29.99,          61,       0.00,     8385.29,        2.03,        0.96,  251475,       0
2017-09-02 16:32:13, 271703,      29.99,          66,       0.00,     9059.79,        2.20,        0.96,  271703,       0
2017-09-02 16:33:53, 268964,      29.99,          65,       0.00,     8968.46,        2.17,        0.96,  268964,       0
2017-09-02 16:35:33, 254560,      29.99,          62,       0.00,     8488.16,        2.07,        0.97,  254560,       0
2017-09-02 16:37:13, 268504,      29.99,          65,       0.00,     8953.12,        2.17,        0.97,  268504,       0
2017-09-02 16:38:53, 267369,      29.99,          65,       0.00,     8915.27,        2.17,        0.97,  267369,       0
2017-09-02 16:40:33, 267970,      29.99,          65,       0.00,     8935.31,        2.17,        0.96,  267970,       0
2017-09-02 16:42:13, 267232,      29.99,          65,       0.00,     8910.70,        2.17,        0.96,  267232,       0
2017-09-02 16:43:53, 267762,      29.99,          65,       0.00,     8928.38,        2.17,        0.97,  267762,       0
2017-09-02 16:45:33, 269623,      29.99,          65,       0.00,     8990.43,        2.17,        0.96,  269623,       0
2017-09-02 16:47:13, 270842,      29.99,          66,       0.00,     9031.08,        2.20,        0.97,  270842,       0
2017-09-02 16:48:53, 270827,      29.99,          66,       0.00,     9030.58,        2.20,        0.96,  270827,       0
2017-09-02 16:50:33, 248428,      29.99,          60,       0.00,     8283.69,        2.00,        0.96,  248428,       0
2017-09-02 16:52:13, 270630,      29.99,          66,       0.00,     9024.01,        2.20,        0.96,  270630,       0
2017-09-02 16:53:53, 268892,      29.99,          65,       0.00,     8966.06,        2.17,        0.96,  268892,       0
2017-09-02 16:55:33, 251334,      29.99,          61,       0.00,     8380.59,        2.03,        0.96,  251334,       0
