      Date & Time,  Trans,  Elap Time,  Data Trans,  Resp Time,  Trans Rate,  Throughput,  Concurrent,    OKAY,   Failed
2017-09-03 10:58:08, 808671,      29.98,         197,       0.00,    26973.68,        6.57,       49.82,  808672,       0
2017-09-03 10:59:48, 779537,      29.98,         190,       0.00,    26001.90,        6.34,       49.83,  779537,       0
2017-09-03 11:01:28, 794321,      29.98,         193,       0.00,    26495.03,        6.44,       49.81,  794321,       0
2017-09-03 11:03:08, 808256,      29.98,         197,       0.00,    26959.84,        6.57,       49.82,  808256,       0
2017-09-03 11:04:48, 813594,      29.98,         198,       0.00,    27137.89,        6.60,       49.80,  813594,       0
2017-09-03 11:06:28, 808707,      29.98,         197,       0.00,    26974.88,        6.57,       49.81,  808707,       0
2017-09-03 11:08:08, 814673,      29.98,         198,       0.00,    27173.88,        6.60,       49.80,  814673,       0
2017-09-03 11:09:48, 798040,      29.98,         194,       0.00,    26619.08,        6.47,       49.81,  798040,       0
2017-09-03 11:11:28, 793808,      29.98,         193,       0.00,    26477.92,        6.44,       49.82,  793808,       0
2017-09-03 11:13:08, 822665,      29.98,         200,       0.00,    27440.46,        6.67,       49.81,  822665,       0
2017-09-03 11:14:48, 805563,      29.98,         196,       0.00,    26870.01,        6.54,       49.81,  805563,       0
2017-09-03 11:16:28, 820283,      29.98,         200,       0.00,    27361.01,        6.67,       49.81,  820284,       0
2017-09-03 11:18:08, 794855,      29.98,         194,       0.00,    26512.84,        6.47,       49.81,  794855,       0
2017-09-03 11:19:48, 815947,      29.98,         199,       0.00,    27216.38,        6.64,       49.81,  815948,       0
2017-09-03 11:21:28, 800448,      29.98,         195,       0.00,    26699.40,        6.50,       49.80,  800449,       0
2017-09-03 11:23:08, 790045,      29.98,         192,       0.00,    26352.40,        6.40,       49.81,  790045,       0
2017-09-03 11:24:48, 803747,      29.98,         196,       0.00,    26809.44,        6.54,       49.80,  803747,       0
2017-09-03 11:26:28, 799715,      29.98,         195,       0.00,    26674.95,        6.50,       49.83,  799716,       0
2017-09-03 11:28:08, 789536,      29.98,         192,       0.00,    26335.42,        6.40,       49.82,  789536,       0
2017-09-03 11:29:48, 828168,      29.98,         202,       0.00,    27624.02,        6.74,       49.79,  828168,       0
