      Date & Time,  Trans,  Elap Time,  Data Trans,  Resp Time,  Trans Rate,  Throughput,  Concurrent,    OKAY,   Failed
2017-09-02 23:03:53, 722794,      29.98,         705,       0.00,    24109.21,       23.52,       49.85,  722794,       0
2017-09-02 23:05:33, 711743,      29.98,         695,       0.00,    23740.59,       23.18,       49.85,  711743,       0
2017-09-02 23:07:13, 713643,      29.98,         696,       0.00,    23803.97,       23.22,       49.86,  713643,       0
2017-09-02 23:08:53, 730814,      29.98,         713,       0.00,    24376.72,       23.78,       49.83,  730814,       0
2017-09-02 23:10:33, 704898,      29.98,         688,       0.00,    23512.28,       22.95,       49.85,  704898,       0
2017-09-02 23:12:13, 726429,      29.98,         709,       0.00,    24230.45,       23.65,       49.84,  726429,       0
2017-09-02 23:13:53, 701947,      29.98,         685,       0.00,    23413.84,       22.85,       49.85,  701948,       0
2017-09-02 23:15:33, 698720,      29.98,         682,       0.00,    23306.21,       22.75,       49.85,  698720,       0
2017-09-02 23:17:13, 719609,      29.98,         702,       0.00,    24002.97,       23.42,       49.84,  719609,       0
2017-09-02 23:18:53, 722405,      29.98,         705,       0.00,    24096.23,       23.52,       49.85,  722405,       0
2017-09-02 23:20:33, 730563,      29.98,         713,       0.00,    24368.35,       23.78,       49.84,  730563,       0
2017-09-02 23:22:13, 718161,      29.98,         701,       0.00,    23954.67,       23.38,       49.85,  718161,       0
2017-09-02 23:23:53, 713897,      29.98,         697,       0.00,    23812.44,       23.25,       49.85,  713897,       0
2017-09-02 23:25:33, 714579,      29.98,         697,       0.00,    23835.19,       23.25,       49.85,  714579,       0
2017-09-02 23:27:13, 720743,      29.98,         703,       0.00,    24040.79,       23.45,       49.84,  720743,       0
2017-09-02 23:28:53, 729089,      29.98,         712,       0.00,    24319.18,       23.75,       49.85,  729089,       0
2017-09-02 23:30:33, 713515,      29.98,         696,       0.00,    23799.70,       23.22,       49.84,  713516,       0
2017-09-02 23:32:13, 741408,      29.98,         724,       0.00,    24730.09,       24.15,       49.85,  741408,       0
2017-09-02 23:33:53, 710679,      29.98,         694,       0.00,    23705.10,       23.15,       49.84,  710679,       0
2017-09-02 23:35:33, 731874,      29.98,         714,       0.00,    24412.07,       23.82,       49.85,  731874,       0
