      Date & Time,  Trans,  Elap Time,  Data Trans,  Resp Time,  Trans Rate,  Throughput,  Concurrent,    OKAY,   Failed
2017-09-03 00:10:33, 658456,      29.98,       10288,       0.00,    21963.18,      343.16,       49.88,  658456,       0
2017-09-03 00:12:13, 642760,      29.98,       10043,       0.00,    21439.63,      334.99,       49.89,  642760,       0
2017-09-03 00:13:53, 638239,      29.98,        9972,       0.00,    21288.83,      332.62,       49.89,  638239,       0
2017-09-03 00:15:33, 653244,      29.98,       10206,       0.00,    21789.33,      340.43,       49.88,  653244,       0
2017-09-03 00:17:13, 613806,      29.98,        9590,       0.00,    20473.85,      319.88,       49.89,  613806,       0
2017-09-03 00:18:53, 617266,      29.98,        9644,       0.00,    20589.26,      321.68,       49.89,  617267,       0
2017-09-03 00:20:33, 613271,      29.98,        9582,       0.00,    20456.00,      319.61,       49.89,  613271,       0
2017-09-03 00:22:13, 601841,      29.98,        9403,       0.00,    20074.75,      313.64,       49.90,  601841,       0
2017-09-03 00:23:53, 622856,      29.98,        9732,       0.00,    20775.72,      324.62,       49.90,  622856,       0
2017-09-03 00:25:33, 623484,      29.98,        9741,       0.00,    20796.66,      324.92,       49.91,  623484,       0
2017-09-03 00:27:13, 611957,      29.98,        9561,       0.00,    20412.18,      318.91,       49.89,  611957,       0
2017-09-03 00:28:53, 617958,      29.98,        9655,       0.00,    20612.34,      322.05,       49.89,  617958,       0
2017-09-03 00:30:33, 623932,      29.98,        9748,       0.00,    20811.61,      325.15,       49.90,  623932,       0
2017-09-03 00:32:13, 616642,      29.98,        9635,       0.00,    20568.45,      321.38,       49.89,  616642,       0
2017-09-03 00:33:53, 600958,      29.98,        9389,       0.00,    20045.30,      313.18,       49.89,  600958,       0
2017-09-03 00:35:33, 605455,      29.98,        9460,       0.00,    20195.30,      315.54,       49.89,  605455,       0
2017-09-03 00:37:13, 639149,      29.98,        9986,       0.00,    21319.18,      333.09,       49.90,  639149,       0
2017-09-03 00:38:53, 630649,      29.98,        9853,       0.00,    21035.66,      328.65,       49.89,  630649,       0
2017-09-03 00:40:33, 611734,      29.98,        9558,       0.00,    20404.74,      318.81,       49.89,  611734,       0
2017-09-03 00:42:13, 615553,      29.98,        9618,       0.00,    20532.12,      320.81,       49.90,  615553,       0
