      Date & Time,  Trans,  Elap Time,  Data Trans,  Resp Time,  Trans Rate,  Throughput,  Concurrent,    OKAY,   Failed
2017-09-02 21:23:53,   1055,      29.98,       67520,       0.03,       35.19,     2252.17,        1.00,    1055,       0
2017-09-02 21:25:33,   1034,      29.98,       66176,       0.03,       34.49,     2207.34,        1.00,    1034,       0
2017-09-02 21:27:13,   1051,      29.99,       67264,       0.03,       35.05,     2242.88,        1.00,    1051,       0
2017-09-02 21:28:53,   1057,      29.99,       67648,       0.03,       35.25,     2255.69,        1.00,    1057,       0
2017-09-02 21:30:33,   1032,      29.99,       66048,       0.03,       34.41,     2202.33,        1.00,    1032,       0
2017-09-02 21:32:13,   1040,      29.99,       66560,       0.03,       34.68,     2219.41,        1.00,    1040,       0
2017-09-02 21:33:53,   1037,      29.99,       66368,       0.03,       34.58,     2213.00,        1.00,    1037,       0
2017-09-02 21:35:33,   1066,      29.99,       68224,       0.03,       35.55,     2274.89,        1.00,    1066,       0
2017-09-02 21:37:13,   1042,      29.99,       66688,       0.03,       34.74,     2223.67,        1.00,    1042,       0
2017-09-02 21:38:53,   1049,      29.99,       67136,       0.03,       34.98,     2238.61,        1.00,    1049,       0
2017-09-02 21:40:33,   1037,      29.99,       66368,       0.03,       34.58,     2213.00,        1.00,    1037,       0
2017-09-02 21:42:13,   1040,      29.99,       66560,       0.03,       34.68,     2219.41,        1.00,    1040,       0
2017-09-02 21:43:53,   1016,      29.99,       65024,       0.03,       33.88,     2168.19,        1.00,    1016,       0
2017-09-02 21:45:33,   1048,      29.99,       67072,       0.03,       34.94,     2236.48,        1.00,    1048,       0
2017-09-02 21:47:13,   1038,      29.99,       66432,       0.03,       34.61,     2215.14,        1.00,    1038,       0
2017-09-02 21:48:53,   1040,      29.99,       66560,       0.03,       34.68,     2219.41,        1.00,    1040,       0
2017-09-02 21:50:33,   1029,      29.99,       65856,       0.03,       34.31,     2195.93,        1.00,    1029,       0
2017-09-02 21:52:13,   1009,      29.99,       64576,       0.03,       33.64,     2153.25,        1.00,    1009,       0
2017-09-02 21:53:53,   1020,      29.99,       65280,       0.03,       34.01,     2176.73,        1.00,    1020,       0
2017-09-02 21:55:33,   1038,      29.99,       66432,       0.03,       34.61,     2215.14,        1.00,    1038,       0
