      Date & Time,  Trans,  Elap Time,  Data Trans,  Resp Time,  Trans Rate,  Throughput,  Concurrent,    OKAY,   Failed
2017-09-02 15:50:33, 251443,      29.02,          15,       0.00,     8664.47,        0.52,        0.97,  251443,       0
2017-09-02 15:52:13, 256113,      29.99,          15,       0.00,     8539.95,        0.50,        0.98,  256113,       0
2017-09-02 15:53:53, 268230,      29.99,          16,       0.00,     8943.98,        0.53,        0.96,  268230,       0
2017-09-02 15:55:33, 251121,      29.99,          15,       0.00,     8373.49,        0.50,        0.96,  251121,       0
2017-09-02 15:57:13, 255116,      29.99,          15,       0.00,     8506.70,        0.50,        0.97,  255116,       0
2017-09-02 15:58:53, 269302,      29.99,          16,       0.00,     8979.73,        0.53,        0.96,  269302,       0
2017-09-02 16:00:33, 265796,      29.99,          16,       0.00,     8862.82,        0.53,        0.96,  265796,       0
2017-09-02 16:02:13, 271284,      29.99,          16,       0.00,     9045.82,        0.53,        0.96,  271284,       0
2017-09-02 16:03:53, 268257,      29.99,          16,       0.00,     8944.88,        0.53,        0.96,  268257,       0
2017-09-02 16:05:33, 270107,      29.99,          16,       0.00,     9006.57,        0.53,        0.96,  270107,       0
2017-09-02 16:07:13, 269052,      29.99,          16,       0.00,     8971.39,        0.53,        0.96,  269052,       0
2017-09-02 16:08:53, 268570,      29.99,          16,       0.00,     8955.32,        0.53,        0.97,  268570,       0
2017-09-02 16:10:33, 267366,      29.99,          16,       0.00,     8915.17,        0.53,        0.96,  267366,       0
2017-09-02 16:12:13, 266417,      29.99,          16,       0.00,     8883.53,        0.53,        0.97,  266417,       0
2017-09-02 16:13:53, 263347,      29.99,          16,       0.00,     8781.16,        0.53,        0.97,  263348,       0
2017-09-02 16:15:33, 270783,      29.99,          16,       0.00,     9029.11,        0.53,        0.96,  270784,       0
2017-09-02 16:17:13, 263811,      29.99,          16,       0.00,     8796.63,        0.53,        0.96,  263811,       0
2017-09-02 16:18:53, 269662,      29.99,          16,       0.00,     8991.73,        0.53,        0.97,  269662,       0
2017-09-02 16:20:33, 248015,      29.99,          15,       0.00,     8269.92,        0.50,        0.97,  248015,       0
2017-09-02 16:22:13, 266665,      29.99,          16,       0.00,     8891.80,        0.53,        0.97,  266665,       0
