      Date & Time,  Trans,  Elap Time,  Data Trans,  Resp Time,  Trans Rate,  Throughput,  Concurrent,    OKAY,   Failed
2017-09-02 21:57:13, 707849,      29.98,          43,       0.00,    23610.71,        1.43,       49.84,  707849,       0
2017-09-02 21:58:53, 724530,      29.98,          44,       0.00,    24167.11,        1.47,       49.83,  724530,       0
2017-09-02 22:00:33, 718025,      29.98,          43,       0.00,    23950.13,        1.43,       49.85,  718025,       0
2017-09-02 22:02:13, 715147,      29.98,          43,       0.00,    23854.14,        1.43,       49.85,  715147,       0
2017-09-02 22:03:53, 721054,      29.98,          44,       0.00,    24051.17,        1.47,       49.84,  721054,       0
2017-09-02 22:05:33, 752325,      29.98,          45,       0.00,    25094.23,        1.50,       49.83,  752325,       0
2017-09-02 22:07:13, 777462,      29.98,          47,       0.00,    25932.69,        1.57,       49.84,  777462,       0
2017-09-02 22:08:53, 738829,      29.98,          45,       0.00,    24644.06,        1.50,       49.84,  738829,       0
2017-09-02 22:10:33, 724544,      29.98,          44,       0.00,    24167.58,        1.47,       49.85,  724544,       0
2017-09-02 22:12:13, 735189,      29.98,          44,       0.00,    24522.65,        1.47,       49.85,  735189,       0
2017-09-02 22:13:53, 762601,      29.98,          46,       0.00,    25436.99,        1.53,       49.83,  762601,       0
2017-09-02 22:15:33, 721563,      29.98,          44,       0.00,    24068.15,        1.47,       49.84,  721563,       0
2017-09-02 22:17:13, 708342,      29.98,          43,       0.00,    23627.15,        1.43,       49.85,  708342,       0
2017-09-02 22:18:53, 718245,      29.98,          43,       0.00,    23957.47,        1.43,       49.84,  718245,       0
2017-09-02 22:20:33, 722721,      29.98,          44,       0.00,    24106.77,        1.47,       49.86,  722721,       0
2017-09-02 22:22:13, 711622,      29.98,          43,       0.00,    23736.56,        1.43,       49.84,  711623,       0
2017-09-02 22:23:53, 706702,      29.98,          43,       0.00,    23572.45,        1.43,       49.85,  706702,       0
2017-09-02 22:25:33, 727766,      29.98,          44,       0.00,    24275.05,        1.47,       49.86,  727766,       0
2017-09-02 22:27:13, 725672,      29.98,          44,       0.00,    24205.20,        1.47,       49.84,  725672,       0
2017-09-02 22:28:53, 714389,      29.98,          43,       0.00,    23828.85,        1.43,       49.85,  714389,       0
