      Date & Time,  Trans,  Elap Time,  Data Trans,  Resp Time,  Trans Rate,  Throughput,  Concurrent,    OKAY,   Failed
2017-09-02 20:17:13,  11974,      29.99,       47896,       0.00,      399.27,     1597.07,        1.00,   11974,       0
2017-09-02 20:18:53,  11867,      29.99,       47468,       0.00,      395.70,     1582.79,        1.00,   11867,       0
2017-09-02 20:20:33,  11805,      29.99,       47220,       0.00,      393.63,     1574.52,        1.00,   11805,       0
2017-09-02 20:22:13,  13050,      29.99,       52200,       0.00,      435.15,     1740.58,        1.00,   13050,       0
2017-09-02 20:23:53,  13003,      29.99,       52012,       0.00,      433.58,     1734.31,        1.00,   13003,       0
2017-09-02 20:25:33,  13092,      29.99,       52368,       0.00,      436.55,     1746.18,        1.00,   13092,       0
2017-09-02 20:27:13,  13436,      29.99,       53744,       0.00,      448.02,     1792.06,        1.00,   13436,       0
2017-09-02 20:28:53,  12313,      29.99,       49252,       0.00,      410.57,     1642.28,        1.00,   12313,       0
2017-09-02 20:30:33,  12443,      29.99,       49772,       0.00,      414.90,     1659.62,        1.00,   12443,       0
2017-09-02 20:32:13,  12658,      29.99,       50632,       0.00,      422.07,     1688.30,        1.00,   12658,       0
2017-09-02 20:33:53,  11099,      29.99,       44396,       0.00,      370.09,     1480.36,        1.00,   11099,       0
2017-09-02 20:35:33,  10907,      29.99,       43628,       0.00,      363.69,     1454.75,        1.00,   10907,       0
2017-09-02 20:37:13,  11015,      29.99,       44060,       0.00,      367.29,     1469.16,        1.00,   11015,       0
2017-09-02 20:38:53,  11013,      29.99,       44052,       0.00,      367.22,     1468.89,        1.00,   11013,       0
2017-09-02 20:40:33,  11251,      29.99,       45004,       0.00,      375.16,     1500.63,        1.00,   11251,       0
2017-09-02 20:42:13,  11106,      29.99,       44424,       0.00,      370.32,     1481.29,        1.00,   11106,       0
2017-09-02 20:43:53,  11346,      29.99,       45384,       0.00,      378.33,     1513.30,        1.00,   11346,       0
2017-09-02 20:45:33,  11032,      29.99,       44128,       0.00,      367.86,     1471.42,        1.00,   11032,       0
2017-09-02 20:47:13,  10984,      29.99,       43936,       0.00,      366.26,     1465.02,        1.00,   10984,       0
2017-09-02 20:48:53,  11163,      29.99,       44652,       0.00,      372.22,     1488.90,        1.00,   11163,       0
