      Date & Time,  Trans,  Elap Time,  Data Trans,  Resp Time,  Trans Rate,  Throughput,  Concurrent,    OKAY,   Failed
2017-09-03 07:04:48, 143772,      29.99,        8985,       0.00,     4794.00,      299.60,        0.98,  143772,       0
2017-09-03 07:06:28, 145009,      29.99,        9063,       0.00,     4835.25,      302.20,        0.98,  145009,       0
2017-09-03 07:08:08, 145148,      29.99,        9071,       0.00,     4839.88,      302.47,        0.98,  145148,       0
2017-09-03 07:09:48, 142212,      29.99,        8888,       0.00,     4741.98,      296.37,        0.98,  142212,       0
2017-09-03 07:11:28, 145773,      29.99,        9110,       0.00,     4860.72,      303.77,        0.98,  145773,       0
2017-09-03 07:13:08, 144349,      29.99,        9021,       0.00,     4813.24,      300.80,        0.99,  144349,       0
2017-09-03 07:14:48, 146532,      29.99,        9158,       0.00,     4886.03,      305.37,        0.99,  146532,       0
2017-09-03 07:16:28, 145056,      29.99,        9066,       0.00,     4836.81,      302.30,        0.98,  145056,       0
2017-09-03 07:18:08, 144115,      29.99,        9007,       0.00,     4805.44,      300.33,        0.98,  144115,       0
2017-09-03 07:19:48, 145206,      29.99,        9075,       0.00,     4841.81,      302.60,        0.98,  145206,       0
2017-09-03 07:21:28, 146124,      29.99,        9132,       0.00,     4872.42,      304.50,        0.98,  146124,       0
2017-09-03 07:23:08, 144866,      29.99,        9054,       0.00,     4830.48,      301.90,        0.99,  144866,       0
2017-09-03 07:24:48, 143938,      29.99,        8996,       0.00,     4799.53,      299.97,        0.98,  143938,       0
2017-09-03 07:26:28, 144938,      29.99,        9058,       0.00,     4832.88,      302.03,        0.98,  144938,       0
2017-09-03 07:28:08, 144233,      29.99,        9014,       0.00,     4809.37,      300.57,        0.98,  144233,       0
2017-09-03 07:29:48, 143544,      29.99,        8971,       0.00,     4786.40,      299.13,        0.99,  143544,       0
2017-09-03 07:31:28, 144480,      29.99,        9030,       0.00,     4817.61,      301.10,        0.98,  144480,       0
2017-09-03 07:33:08, 144383,      29.99,        9023,       0.00,     4814.37,      300.87,        0.98,  144383,       0
2017-09-03 07:34:48, 144211,      29.99,        9013,       0.00,     4808.64,      300.53,        0.98,  144211,       0
2017-09-03 07:36:28, 144522,      29.99,        9032,       0.00,     4819.01,      301.17,        0.98,  144522,       0
