      Date & Time,  Trans,  Elap Time,  Data Trans,  Resp Time,  Trans Rate,  Throughput,  Concurrent,    OKAY,   Failed
2017-09-03 12:38:08, 765744,      29.98,       11964,       0.00,    25541.83,      399.07,       49.86,  765744,       0
2017-09-03 12:39:48, 777807,      29.98,       12153,       0.00,    25944.20,      405.37,       49.85,  777807,       0
2017-09-03 12:41:28, 803080,      29.98,       12548,       0.00,    26787.19,      418.55,       49.83,  803080,       0
2017-09-03 12:43:08, 775073,      29.98,       12110,       0.00,    25853.00,      403.94,       49.84,  775073,       0
2017-09-03 12:44:48, 756865,      29.98,       11826,       0.00,    25245.66,      394.46,       49.85,  756865,       0
2017-09-03 12:46:28, 822657,      29.98,       12854,       0.00,    27440.19,      428.75,       49.83,  822657,       0
2017-09-03 12:48:08, 790333,      29.98,       12348,       0.00,    26362.01,      411.87,       49.84,  790333,       0
2017-09-03 12:49:48, 759143,      29.98,       11861,       0.00,    25321.65,      395.63,       49.85,  759144,       0
2017-09-03 12:51:28, 737986,      29.98,       11531,       0.00,    24615.95,      384.62,       49.85,  737987,       0
2017-09-03 12:53:08, 763821,      29.98,       11934,       0.00,    25477.69,      398.07,       49.83,  763821,       0
2017-09-03 12:54:48, 834544,      29.98,       13039,       0.00,    27836.69,      434.92,       49.82,  834546,       0
2017-09-03 12:56:28, 762075,      29.98,       11907,       0.00,    25419.45,      397.16,       49.85,  762075,       0
2017-09-03 12:58:08, 782022,      29.98,       12219,       0.00,    26084.79,      407.57,       49.84,  782022,       0
2017-09-03 12:59:48, 738598,      29.98,       11540,       0.00,    24636.36,      384.92,       49.86,  738598,       0
2017-09-03 13:01:28, 749710,      29.98,       11714,       0.00,    25007.01,      390.73,       49.84,  749710,       0
2017-09-03 13:03:08, 769483,      29.98,       12023,       0.00,    25666.54,      401.03,       49.85,  769483,       0
2017-09-03 13:04:48, 771916,      29.98,       12061,       0.00,    25747.70,      402.30,       49.84,  771916,       0
2017-09-03 13:06:28, 745317,      29.98,       11645,       0.00,    24860.47,      388.43,       49.85,  745317,       0
2017-09-03 13:08:08, 765387,      29.98,       11959,       0.00,    25529.92,      398.90,       49.83,  765387,       0
2017-09-03 13:09:48, 779796,      29.98,       12184,       0.00,    26010.54,      406.40,       49.82,  779796,       0
