      Date & Time,  Trans,  Elap Time,  Data Trans,  Resp Time,  Trans Rate,  Throughput,  Concurrent,    OKAY,   Failed
2017-09-02 19:10:33,  41240,      29.99,       10310,       0.00,     1375.12,      343.78,        1.00,   41240,       0
2017-09-02 19:12:13,  41512,      29.99,       10378,       0.00,     1384.19,      346.05,        1.00,   41512,       0
2017-09-02 19:13:53,  41257,      29.99,       10314,       0.00,     1375.69,      343.91,        1.00,   41257,       0
2017-09-02 19:15:33,  41124,      29.99,       10281,       0.00,     1371.26,      342.81,        1.00,   41124,       0
2017-09-02 19:17:13,  41243,      29.99,       10310,       0.00,     1375.23,      343.78,        1.00,   41243,       0
2017-09-02 19:18:53,  41722,      29.99,       10430,       0.00,     1391.20,      347.78,        1.00,   41722,       0
2017-09-02 19:20:33,  41389,      29.99,       10347,       0.00,     1380.09,      345.02,        1.00,   41389,       0
2017-09-02 19:22:13,  41736,      29.99,       10434,       0.00,     1391.66,      347.92,        1.00,   41736,       0
2017-09-02 19:23:53,  41334,      29.99,       10333,       0.00,     1378.26,      344.55,        1.00,   41334,       0
2017-09-02 19:25:33,  41265,      29.99,       10316,       0.00,     1375.96,      343.98,        1.00,   41265,       0
2017-09-02 19:27:13,  41648,      29.99,       10412,       0.00,     1388.73,      347.18,        1.00,   41648,       0
2017-09-02 19:28:53,  41729,      29.99,       10432,       0.00,     1391.43,      347.85,        1.00,   41729,       0
2017-09-02 19:30:33,  41942,      29.99,       10485,       0.00,     1398.53,      349.62,        1.00,   41942,       0
2017-09-02 19:32:13,  42249,      29.99,       10562,       0.00,     1408.77,      352.18,        0.99,   42249,       0
2017-09-02 19:33:53,  42312,      29.99,       10578,       0.00,     1410.87,      352.72,        1.00,   42312,       0
2017-09-02 19:35:33,  41939,      29.99,       10484,       0.00,     1398.43,      349.58,        0.99,   41939,       0
2017-09-02 19:37:13,  41704,      29.99,       10426,       0.00,     1390.60,      347.65,        0.99,   41704,       0
2017-09-02 19:38:53,  41386,      29.99,       10346,       0.00,     1379.99,      344.98,        0.99,   41386,       0
2017-09-02 19:40:33,  41828,      29.99,       10457,       0.00,     1394.73,      348.68,        1.00,   41828,       0
2017-09-02 19:42:13,  41531,      29.99,       10382,       0.00,     1384.83,      346.18,        0.99,   41531,       0
