      Date & Time,  Trans,  Elap Time,  Data Trans,  Resp Time,  Trans Rate,  Throughput,  Concurrent,    OKAY,   Failed
2017-09-02 18:03:53, 179695,      29.99,        2807,       0.00,     5991.83,       93.60,        0.98,  179695,       0
2017-09-02 18:05:33, 178164,      29.99,        2783,       0.00,     5940.78,       92.80,        0.98,  178164,       0
2017-09-02 18:07:13, 177198,      29.99,        2768,       0.00,     5908.57,       92.30,        0.98,  177198,       0
2017-09-02 18:08:53, 179471,      29.99,        2804,       0.00,     5984.36,       93.50,        0.98,  179471,       0
2017-09-02 18:10:33, 182359,      29.99,        2849,       0.00,     6080.66,       95.00,        0.98,  182359,       0
2017-09-02 18:12:13, 180570,      29.99,        2821,       0.00,     6021.01,       94.06,        0.98,  180570,       0
2017-09-02 18:13:53, 180171,      29.99,        2815,       0.00,     6007.70,       93.86,        0.98,  180171,       0
2017-09-02 18:15:33, 178642,      29.99,        2791,       0.00,     5956.72,       93.06,        0.98,  178642,       0
2017-09-02 18:17:13, 176079,      29.99,        2751,       0.00,     5871.26,       91.73,        0.98,  176079,       0
2017-09-02 18:18:53, 179138,      29.99,        2799,       0.00,     5973.26,       93.33,        0.98,  179139,       0
2017-09-02 18:20:33, 180410,      29.99,        2818,       0.00,     6015.67,       93.96,        0.98,  180410,       0
2017-09-02 18:22:13, 178934,      29.99,        2795,       0.00,     5966.46,       93.20,        0.98,  178934,       0
2017-09-02 18:23:53, 181212,      29.99,        2831,       0.00,     6042.41,       94.40,        0.98,  181212,       0
2017-09-02 18:25:33, 180116,      29.99,        2814,       0.00,     6005.87,       93.83,        0.98,  180116,       0
2017-09-02 18:27:13, 179059,      29.99,        2797,       0.00,     5970.62,       93.26,        0.98,  179059,       0
2017-09-02 18:28:53, 181309,      29.99,        2832,       0.00,     6045.65,       94.43,        0.98,  181310,       0
2017-09-02 18:30:33, 179160,      29.99,        2799,       0.00,     5973.99,       93.33,        0.98,  179160,       0
2017-09-02 18:32:13, 178675,      29.99,        2791,       0.00,     5957.82,       93.06,        0.98,  178675,       0
2017-09-02 18:33:53, 179333,      29.99,        2802,       0.00,     5979.76,       93.43,        0.98,  179333,       0
2017-09-02 18:35:33, 179279,      29.99,        2801,       0.00,     5977.96,       93.40,        0.98,  179279,       0
