      Date & Time,  Trans,  Elap Time,  Data Trans,  Resp Time,  Trans Rate,  Throughput,  Concurrent,    OKAY,   Failed
2017-09-03 01:50:33, 128305,      29.98,      128305,       0.01,     4279.69,     4279.69,       49.92,  128305,       0
2017-09-03 01:52:13, 128496,      29.98,      128496,       0.01,     4286.06,     4286.06,       49.94,  128496,       0
2017-09-03 01:53:53, 115736,      29.98,      115736,       0.01,     3860.44,     3860.44,       49.96,  115736,       0
2017-09-03 01:55:33, 129055,      29.98,      129055,       0.01,     4304.70,     4304.70,       49.92,  129055,       0
2017-09-03 01:57:13, 115832,      29.98,      115832,       0.01,     3863.64,     3863.64,       49.96,  115832,       0
2017-09-03 01:58:53, 117272,      29.98,      117272,       0.01,     3911.67,     3911.67,       49.95,  117272,       0
2017-09-03 02:00:33, 117066,      29.98,      117066,       0.01,     3904.80,     3904.80,       49.95,  117066,       0
2017-09-03 02:02:13, 117205,      29.98,      117205,       0.01,     3909.44,     3909.44,       49.95,  117205,       0
2017-09-03 02:03:53, 121504,      29.98,      121504,       0.01,     4052.84,     4052.84,       49.95,  121504,       0
2017-09-03 02:05:33, 117423,      29.98,      117423,       0.01,     3916.71,     3916.71,       49.95,  117423,       0
2017-09-03 02:07:13, 117250,      29.98,      117250,       0.01,     3910.94,     3910.94,       49.95,  117250,       0
2017-09-03 02:08:53, 131170,      29.98,      131170,       0.01,     4375.25,     4375.25,       49.89,  131170,       0
2017-09-03 02:10:33, 131752,      29.98,      131752,       0.01,     4394.66,     4394.66,       49.90,  131752,       0
2017-09-03 02:12:13, 120477,      29.98,      120477,       0.01,     4018.58,     4018.58,       49.91,  120477,       0
2017-09-03 02:13:53, 123866,      29.98,      123866,       0.01,     4131.62,     4131.62,       49.92,  123866,       0
2017-09-03 02:15:33, 124978,      29.98,      124978,       0.01,     4168.71,     4168.71,       49.94,  124978,       0
2017-09-03 02:17:13, 123277,      29.98,      123277,       0.01,     4111.97,     4111.97,       49.89,  123277,       0
2017-09-03 02:18:53, 124529,      29.98,      124529,       0.01,     4153.74,     4153.74,       49.88,  124529,       0
2017-09-03 02:20:33, 124142,      29.98,      124142,       0.01,     4140.83,     4140.83,       49.91,  124142,       0
2017-09-03 02:22:13, 124210,      29.98,      124210,       0.01,     4143.10,     4143.10,       49.89,  124210,       0
